carname,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,seats,city
HONDA Amaze,2011,34281,CNG,Individual,Automatic,Second Owner,39.96,1540,5,Ahmedabad
HONDA Amaze,2007,98097,Petrol,Individual,Manual,First Owner,17.28,1734,7,Hyderabad
HONDA Amaze,2002,2842,Electric,Individual,Manual,First Owner,20.14,1055,7,Delhi
HONDA Amaze,2007,112996,Diesel,Individual,Automatic,Second Owner,25.81,1222,5,Ahmedabad
HONDA Amaze,2012,193086,Diesel,Dealer,Automatic,First Owner,38.9,1927,7,Delhi
HONDA Amaze,2009,164872,Diesel,Individual,Automatic,Second Owner,10.69,1150,11,Hyderabad
HONDA Jazz,2005,199497,Petrol,Dealer,Automatic,First Owner,11.84,1306,11,Mumbai
HONDA Jazz,2013,55555,Petrol,Dealer,Manual,Second Owner,12.23,1398,7,Bangalore
HONDA Jazz,2002,93842,Diesel,Dealer,Manual,Second Owner,39.59,1685,7,Jaipur
HONDA Jazz,2021,143499,CNG,Dealer,Automatic,Second Owner,25.75,1335,7,Delhi
HONDA Jazz,2013,133181,CNG,Dealer,Automatic,Second Owner,29.4,832,5,Hyderabad
HONDA Jazz,2012,23637,Hybrid,Individual,Automatic,Second Owner,36.11,1434,7,Chennai
HONDA Jazz,2003,15250,CNG,Individual,Manual,Second Owner,36.05,943,7,Chennai
HONDA Jazz,2020,118455,Petrol,Dealer,Automatic,Second Owner,36.97,1220,5,Jaipur
HONDA Jazz,2005,175322,Hybrid,Dealer,Manual,Second Owner,28.74,1380,11,Kolkata
HONDA Jazz,2020,140458,Electric,Individual,Manual,Second Owner,18.81,1586,11,Surat
HONDA Jazz,2010,9755,Diesel,Dealer,Automatic,Second Owner,36.57,1997,7,Pune
HONDA Jazz,2012,116837,Electric,Individual,Manual,Second Owner,28.2,1892,11,Delhi
HONDA Jazz,2002,63334,Petrol,Individual,Manual,First Owner,24.45,1630,5,Jaipur
HONDA Jazz,2010,173852,Petrol,Individual,Manual,First Owner,19.9,1062,11,Ahmedabad
HONDA Jazz,2013,135742,Petrol,Individual,Automatic,Second Owner,18.22,1297,5,Ahmedabad
HONDA Jazz,2018,26439,Diesel,Dealer,Automatic,First Owner,39.68,1953,11,Mumbai
HONDA Jazz,2022,1999,CNG,Individual,Automatic,First Owner,33.42,994,7,Ahmedabad
HONDA Jazz,2021,75639,Diesel,Individual,Manual,Second Owner,11.03,1339,11,Mumbai
HONDA Jazz,2005,75190,Diesel,Individual,Automatic,Second Owner,32.94,1372,11,Ahmedabad
HONDA Jazz,2004,75340,Diesel,Dealer,Manual,First Owner,18.1,1178,7,Surat
HONDA Jazz,2001,141786,Diesel,Dealer,Automatic,First Owner,36.94,909,11,Surat
HONDA Jazz,2007,22757,Diesel,Dealer,Manual,First Owner,18.32,1210,7,Jaipur
HONDA Jazz,2002,75743,Electric,Dealer,Manual,Second Owner,36.19,802,5,Surat
HONDA Jazz,2010,160518,Diesel,Dealer,Manual,Second Owner,14.91,1054,7,Chennai
HONDA Jazz,2011,114817,Hybrid,Individual,Manual,Second Owner,20.18,1896,5,Bangalore
HONDA Jazz,2017,188655,Petrol,Individual,Manual,Second Owner,27.36,1772,7,Jaipur
HONDA Jazz,2010,40641,Petrol,Dealer,Manual,Second Owner,35.69,1775,5,Hyderabad
HONDA Jazz,2017,185430,Electric,Dealer,Automatic,First Owner,13.2,1536,7,Pune
HONDA Jazz,2022,194475,Diesel,Dealer,Automatic,Second Owner,11.53,1407,7,Kolkata
HONDA Jazz,2005,43604,Electric,Dealer,Automatic,Second Owner,18.28,1646,11,Hyderabad
HONDA Jazz,2016,155413,CNG,Dealer,Manual,Second Owner,25.58,1008,7,Bangalore
HONDA Jazz,2013,13898,Hybrid,Individual,Manual,First Owner,12.23,1026,5,Kolkata
HONDA Jazz,2000,151803,Petrol,Individual,Manual,Second Owner,18.13,1799,11,Bangalore
HONDA Jazz,2009,141237,Electric,Individual,Manual,First Owner,33.45,1616,7,Mumbai
HONDA Jazz,2018,109920,Hybrid,Individual,Manual,Second Owner,22.56,1167,11,Mumbai
HONDA Jazz,2005,77261,Electric,Individual,Automatic,Second Owner,38.72,1426,5,Chennai
HONDA Jazz,2004,36614,Diesel,Dealer,Automatic,First Owner,34.78,1281,7,Chennai
HONDA Jazz,2014,128134,Electric,Individual,Automatic,First Owner,28.61,1654,11,Jaipur
HONDA Jazz,2020,117340,Hybrid,Individual,Automatic,First Owner,12.94,857,5,Chennai
HONDA Jazz,2017,67943,CNG,Dealer,Manual,First Owner,24.46,1968,7,Delhi
HONDA Jazz,2014,14662,Petrol,Dealer,Automatic,First Owner,34.85,818,11,Pune
HONDA Jazz,2009,13527,CNG,Dealer,Manual,Second Owner,25.39,1026,11,Delhi
HONDA Jazz,2011,76521,Electric,Individual,Automatic,Second Owner,25.63,1715,5,Bangalore
HONDA Jazz,2006,65064,Electric,Individual,Automatic,First Owner,22.23,951,11,Bangalore
HONDA Jazz,2012,123559,Electric,Individual,Automatic,First Owner,38.98,1866,5,Bangalore
HONDA Jazz,2010,158553,CNG,Dealer,Manual,First Owner,16.78,1554,7,Pune
HONDA Jazz,2004,109916,Diesel,Dealer,Manual,Second Owner,17.36,829,7,Ahmedabad
HONDA Jazz,2014,156228,Hybrid,Individual,Manual,Second Owner,31.52,1386,7,Delhi
HONDA Jazz,2018,103197,CNG,Individual,Manual,First Owner,24.78,1322,5,Pune
HONDA Jazz,2000,118527,Diesel,Dealer,Manual,Second Owner,28.13,1724,7,Pune
TOYOTA Innova,2010,58355,Electric,Individual,Automatic,First Owner,17.26,1202,11,Hyderabad
TOYOTA Innova,2016,51216,CNG,Dealer,Manual,First Owner,30.4,1394,7,Pune
TOYOTA Innova,2021,164499,Hybrid,Individual,Automatic,First Owner,24.07,897,7,Pune
TOYOTA Innova,2003,63542,Hybrid,Dealer,Manual,First Owner,37.26,1474,5,Jaipur
TOYOTA Innova,2005,146856,Hybrid,Individual,Manual,First Owner,17.97,1041,7,Mumbai
TOYOTA Innova,2009,114001,CNG,Individual,Manual,Second Owner,12.65,978,5,Hyderabad
TOYOTA Innova,2002,9338,Electric,Dealer,Automatic,First Owner,38.77,1465,7,Ahmedabad
TOYOTA Innova,2002,94265,Hybrid,Dealer,Automatic,First Owner,26.74,1523,11,Hyderabad
TOYOTA Innova,2017,70479,Diesel,Individual,Manual,Second Owner,28.25,1229,7,Delhi
TOYOTA Innova,2022,4640,Petrol,Individual,Manual,First Owner,12.53,1339,5,Delhi
TOYOTA Innova,2011,48750,Diesel,Dealer,Manual,First Owner,35.81,1110,11,Chennai
TOYOTA Innova,2023,170259,Electric,Individual,Manual,First Owner,12.55,1794,5,Jaipur
TOYOTA Innova,2010,198528,Diesel,Individual,Automatic,First Owner,27.13,1227,5,Hyderabad
TOYOTA Innova,2018,179576,Electric,Dealer,Automatic,First Owner,35.93,1458,11,Ahmedabad
TOYOTA Innova,2013,76736,Diesel,Individual,Manual,First Owner,26.79,1999,5,Mumbai
TOYOTA Innova,2000,134614,Electric,Dealer,Manual,First Owner,30.07,1790,7,Ahmedabad
TOYOTA Innova,2005,97137,Petrol,Individual,Automatic,Second Owner,22.41,1879,7,Ahmedabad
TOYOTA Innova,2014,190239,Diesel,Dealer,Manual,First Owner,21.88,1156,11,Bangalore
TOYOTA Innova,2017,94869,Hybrid,Dealer,Manual,Second Owner,28.18,1402,7,Jaipur
TOYOTA Innova,2010,33923,CNG,Dealer,Automatic,First Owner,24.72,1852,11,Bangalore
TOYOTA Innova,2020,14016,Electric,Individual,Manual,Second Owner,27.03,1770,7,Jaipur
TOYOTA Innova,2002,16592,Electric,Dealer,Manual,Second Owner,10.07,1170,7,Delhi
TOYOTA Innova,2015,19428,Petrol,Individual,Manual,First Owner,32.36,1770,7,Kolkata
TOYOTA Innova,2005,153479,Diesel,Dealer,Automatic,Second Owner,27.41,1693,7,Mumbai
TOYOTA Innova,2011,169095,Diesel,Dealer,Manual,Second Owner,31.66,1658,7,Pune
TOYOTA Innova,2000,89327,CNG,Dealer,Manual,Second Owner,16.45,995,5,Chennai
TOYOTA Innova,2022,184484,Electric,Dealer,Automatic,First Owner,26.59,1907,11,Mumbai
TOYOTA Innova,2019,153737,Diesel,Dealer,Manual,First Owner,13.79,880,5,Chennai
TOYOTA Innova,2012,109484,Diesel,Dealer,Automatic,Second Owner,11.51,1797,5,Bangalore
TOYOTA Innova,2001,68878,Petrol,Individual,Manual,Second Owner,16.02,1218,7,Surat
TOYOTA Innova,2000,188755,Hybrid,Dealer,Manual,First Owner,23.98,1232,11,Delhi
TOYOTA Innova,2012,134023,Petrol,Individual,Manual,First Owner,38.58,1369,7,Chennai
TOYOTA Innova,2003,37852,Petrol,Individual,Manual,Second Owner,26.71,1434,7,Jaipur
TOYOTA Innova,2016,34054,Diesel,Individual,Manual,Second Owner,22.37,1112,5,Kolkata
TOYOTA Innova,2002,120131,CNG,Dealer,Manual,First Owner,39.49,1359,11,Jaipur
TOYOTA Innova,2018,62111,CNG,Dealer,Automatic,First Owner,35.33,1267,7,Delhi
TOYOTA Innova,2006,163303,Diesel,Individual,Manual,First Owner,39.05,1700,7,Pune
TOYOTA Innova,2019,91708,Electric,Individual,Manual,First Owner,18.62,834,11,Surat
TOYOTA Innova,2000,113877,Electric,Dealer,Manual,Second Owner,37.95,1259,5,Delhi
TOYOTA Innova,2022,192899,Electric,Individual,Automatic,Second Owner,26.26,1218,5,Hyderabad
TOYOTA Innova,2007,161400,Petrol,Individual,Manual,Second Owner,29.37,1638,5,Bangalore
TOYOTA Innova,2000,91886,Hybrid,Individual,Manual,Second Owner,40.0,1663,7,Chennai
TOYOTA Innova,2012,61726,Diesel,Individual,Manual,First Owner,19.05,1664,5,Bangalore
TOYOTA Innova,2015,104012,Diesel,Individual,Manual,First Owner,19.68,1070,11,Jaipur
TOYOTA Innova,2018,34822,Petrol,Dealer,Manual,Second Owner,18.1,980,5,Pune
TOYOTA Innova,2015,17662,Electric,Individual,Manual,First Owner,24.65,897,11,Chennai
TOYOTA Innova,2009,79876,Petrol,Individual,Manual,First Owner,16.23,1365,11,Delhi
TOYOTA Innova,2002,83693,Petrol,Dealer,Manual,Second Owner,37.2,1001,7,Chennai
TOYOTA Innova,2022,154860,CNG,Dealer,Manual,Second Owner,19.99,1799,5,Bangalore
TOYOTA Innova,2021,172608,Petrol,Individual,Automatic,Second Owner,29.38,1299,11,Mumbai
TOYOTA Fortuner,2015,53823,Diesel,Individual,Manual,Second Owner,33.59,1037,7,Ahmedabad
TOYOTA Fortuner,2017,178235,Electric,Dealer,Automatic,First Owner,36.39,1814,11,Jaipur
TOYOTA Fortuner,2014,111036,Electric,Individual,Automatic,First Owner,27.12,1843,11,Delhi
TOYOTA Fortuner,2023,109155,Diesel,Individual,Automatic,Second Owner,25.53,890,7,Surat
TOYOTA Fortuner,2019,82884,Diesel,Dealer,Manual,First Owner,35.88,1042,11,Bangalore
TOYOTA Fortuner,2008,22381,Electric,Dealer,Manual,Second Owner,11.29,1090,5,Mumbai
TOYOTA Fortuner,2015,104495,Petrol,Individual,Manual,First Owner,17.1,1746,11,Surat
TOYOTA Fortuner,2016,137674,Electric,Individual,Automatic,Second Owner,30.57,1218,7,Kolkata
TOYOTA Fortuner,2003,50118,Hybrid,Individual,Automatic,First Owner,17.94,1258,7,Ahmedabad
TOYOTA Fortuner,2007,169605,Diesel,Dealer,Automatic,Second Owner,35.41,1939,11,Jaipur
TOYOTA Fortuner,2007,82646,Petrol,Individual,Automatic,First Owner,39.69,1664,5,Mumbai
TOYOTA Fortuner,2008,40321,Petrol,Individual,Manual,Second Owner,23.54,1237,7,Pune
TOYOTA Fortuner,2021,170203,Hybrid,Dealer,Manual,First Owner,22.54,1613,7,Bangalore
TOYOTA Fortuner,2002,19210,CNG,Dealer,Automatic,First Owner,31.37,1043,5,Mumbai
TOYOTA Fortuner,2012,16106,Hybrid,Individual,Manual,First Owner,18.5,1059,11,Chennai
TOYOTA Fortuner,2020,22941,Hybrid,Dealer,Automatic,Second Owner,23.97,1827,11,Surat
TOYOTA Fortuner,2010,8857,Diesel,Dealer,Manual,First Owner,28.98,1100,7,Hyderabad
TOYOTA Fortuner,2020,56872,Petrol,Individual,Automatic,First Owner,17.09,1558,5,Mumbai
TOYOTA Fortuner,2022,54653,Hybrid,Individual,Manual,Second Owner,13.61,1995,5,Chennai
TOYOTA Fortuner,2020,104762,Hybrid,Dealer,Automatic,First Owner,15.23,810,5,Ahmedabad
TOYOTA Fortuner,2012,115524,CNG,Dealer,Manual,Second Owner,15.12,1665,5,Chennai
TOYOTA Fortuner,2008,155965,Hybrid,Individual,Automatic,First Owner,21.96,1364,5,Bangalore
TOYOTA Fortuner,2022,6818,Electric,Dealer,Manual,Second Owner,25.97,1060,7,Mumbai
TOYOTA Fortuner,2015,123101,Diesel,Individual,Manual,First Owner,26.97,1923,7,Hyderabad
TOYOTA Fortuner,2002,121530,Hybrid,Individual,Manual,Second Owner,31.9,1364,7,Kolkata
TOYOTA Fortuner,2022,42536,Electric,Individual,Manual,First Owner,39.61,1421,11,Surat
TOYOTA Fortuner,2010,79798,Diesel,Dealer,Automatic,First Owner,39.96,1069,7,Pune
TOYOTA Fortuner,2022,59927,Hybrid,Dealer,Automatic,Second Owner,11.38,1780,11,Ahmedabad
TOYOTA Fortuner,2018,165152,Electric,Dealer,Manual,Second Owner,15.51,1407,7,Delhi
TOYOTA Fortuner,2000,102597,Hybrid,Individual,Manual,First Owner,11.46,1638,11,Bangalore
TOYOTA Fortuner,2003,9774,Hybrid,Individual,Automatic,Second Owner,23.7,1756,7,Kolkata
TOYOTA Fortuner,2013,25012,Petrol,Individual,Manual,First Owner,20.67,1520,7,Pune
TOYOTA Fortuner,2017,12626,Diesel,Individual,Manual,Second Owner,24.35,1631,7,Chennai
TOYOTA Fortuner,2015,110627,Hybrid,Dealer,Manual,Second Owner,24.2,950,7,Ahmedabad
TOYOTA Fortuner,2016,167757,Electric,Dealer,Automatic,First Owner,13.67,911,7,Bangalore
TOYOTA Fortuner,2008,46092,Hybrid,Dealer,Manual,First Owner,17.98,1495,7,Mumbai
TOYOTA Fortuner,2004,126727,Electric,Individual,Automatic,Second Owner,39.16,911,11,Jaipur
TOYOTA Fortuner,2009,9276,Diesel,Individual,Automatic,Second Owner,28.29,1313,5,Ahmedabad
TOYOTA Fortuner,2007,188378,Hybrid,Dealer,Manual,Second Owner,22.08,952,11,Hyderabad
TOYOTA Fortuner,2006,171302,Diesel,Dealer,Automatic,First Owner,34.18,1526,5,Delhi
TOYOTA Fortuner,2016,80956,Hybrid,Dealer,Automatic,First Owner,17.73,1965,5,Kolkata
TOYOTA Fortuner,2019,2552,Electric,Individual,Automatic,First Owner,25.38,1164,5,Kolkata
TOYOTA Fortuner,2008,78556,Electric,Dealer,Manual,Second Owner,29.22,1312,5,Ahmedabad
TOYOTA Fortuner,2007,142471,CNG,Dealer,Automatic,Second Owner,23.03,923,7,Jaipur
TOYOTA Fortuner,2007,176224,Petrol,Dealer,Manual,Second Owner,22.37,894,7,Mumbai
TOYOTA Fortuner,2008,147256,Diesel,Dealer,Automatic,Second Owner,17.47,965,7,Surat
TOYOTA Fortuner,2006,85070,Hybrid,Dealer,Automatic,Second Owner,27.18,1280,7,Bangalore
TOYOTA Fortuner,2012,104957,CNG,Individual,Manual,First Owner,38.94,829,7,Surat
TOYOTA Fortuner,2017,120140,CNG,Dealer,Manual,First Owner,19.87,1145,7,Delhi
TOYOTA Fortuner,2009,43769,Hybrid,Individual,Manual,Second Owner,28.33,1941,7,Pune
TOYOTA Yaris,2007,35772,CNG,Individual,Manual,First Owner,13.03,1089,7,Bangalore
TOYOTA Yaris,2001,172286,Hybrid,Dealer,Manual,Second Owner,16.11,1817,7,Kolkata
TOYOTA Yaris,2011,142728,CNG,Dealer,Automatic,First Owner,16.08,1824,5,Ahmedabad
TOYOTA Yaris,2021,142221,Diesel,Individual,Manual,First Owner,36.62,1863,11,Ahmedabad
TOYOTA Yaris,2007,124669,Hybrid,Dealer,Manual,Second Owner,21.17,1106,11,Kolkata
TOYOTA Yaris,2014,119629,Hybrid,Individual,Automatic,Second Owner,36.55,946,5,Mumbai
TOYOTA Yaris,2023,141592,Hybrid,Dealer,Manual,First Owner,22.94,1727,11,Surat
TOYOTA Yaris,2020,107711,Hybrid,Individual,Automatic,First Owner,28.05,1724,11,Chennai
TOYOTA Yaris,2006,56423,Electric,Dealer,Manual,First Owner,25.72,1470,11,Chennai
TOYOTA Yaris,2014,179345,Hybrid,Dealer,Automatic,First Owner,32.82,1310,11,Kolkata
TOYOTA Yaris,2017,13022,Petrol,Dealer,Automatic,Second Owner,10.56,1863,7,Jaipur
TOYOTA Yaris,2014,70058,Diesel,Individual,Automatic,First Owner,28.89,1026,7,Delhi
TOYOTA Yaris,2005,120944,Petrol,Dealer,Automatic,First Owner,35.55,1378,7,Mumbai
TOYOTA Yaris,2023,168383,Petrol,Individual,Manual,Second Owner,27.66,1678,5,Hyderabad
TOYOTA Yaris,2013,71463,Petrol,Dealer,Automatic,First Owner,13.5,1728,5,Jaipur
TOYOTA Yaris,2003,81573,CNG,Individual,Automatic,First Owner,26.88,938,5,Chennai
TOYOTA Yaris,2006,114870,CNG,Dealer,Manual,First Owner,10.16,1556,11,Bangalore
TOYOTA Yaris,2007,180453,Diesel,Dealer,Manual,Second Owner,21.46,1764,5,Surat
TOYOTA Yaris,2000,57272,Diesel,Individual,Automatic,First Owner,11.64,1515,5,Chennai
TOYOTA Yaris,2013,137187,Petrol,Dealer,Automatic,First Owner,35.56,1532,11,Surat
TOYOTA Yaris,2017,132677,CNG,Dealer,Automatic,First Owner,16.05,1331,11,Jaipur
TOYOTA Yaris,2011,128364,Hybrid,Individual,Manual,First Owner,19.47,1090,11,Pune
TOYOTA Yaris,2000,102485,CNG,Individual,Manual,First Owner,25.71,931,5,Pune
TOYOTA Yaris,2010,113166,CNG,Individual,Manual,Second Owner,35.93,1813,5,Hyderabad
TOYOTA Yaris,2023,132163,CNG,Dealer,Manual,First Owner,20.96,1330,7,Chennai
TOYOTA Yaris,2021,86100,Hybrid,Individual,Automatic,Second Owner,20.41,918,11,Hyderabad
TOYOTA Yaris,2023,118777,Petrol,Dealer,Manual,Second Owner,11.73,873,7,Delhi
TOYOTA Yaris,2014,128755,Petrol,Dealer,Automatic,Second Owner,23.88,1241,5,Pune
TOYOTA Yaris,2002,138928,Electric,Dealer,Automatic,First Owner,17.61,1799,11,Jaipur
TOYOTA Yaris,2014,97596,Hybrid,Individual,Automatic,Second Owner,30.88,1818,7,Ahmedabad
TOYOTA Yaris,2021,72131,Petrol,Dealer,Automatic,First Owner,25.68,897,7,Kolkata
TOYOTA Yaris,2017,105483,CNG,Individual,Automatic,First Owner,30.44,1187,5,Bangalore
TOYOTA Yaris,2007,53947,Hybrid,Individual,Manual,Second Owner,20.28,1186,5,Jaipur
TOYOTA Yaris,2011,8710,Petrol,Individual,Automatic,Second Owner,28.5,1841,11,Pune
TOYOTA Yaris,2022,39612,CNG,Dealer,Automatic,Second Owner,34.43,954,11,Hyderabad
TOYOTA Yaris,2008,192439,Hybrid,Dealer,Manual,First Owner,16.22,1920,7,Jaipur
TOYOTA Yaris,2019,53212,CNG,Dealer,Manual,First Owner,35.92,906,11,Bangalore
TOYOTA Yaris,2005,63244,Hybrid,Individual,Automatic,First Owner,30.24,1379,7,Kolkata
TOYOTA Yaris,2002,158491,CNG,Dealer,Manual,First Owner,39.85,1377,5,Surat
TOYOTA Yaris,2010,118443,Electric,Individual,Manual,First Owner,20.54,1304,11,Ahmedabad
TOYOTA Yaris,2021,45319,Petrol,Individual,Manual,Second Owner,21.69,1862,7,Chennai
TOYOTA Yaris,2012,86554,Electric,Dealer,Automatic,First Owner,13.33,1482,11,Ahmedabad
TOYOTA Yaris,2006,40996,CNG,Individual,Manual,First Owner,25.81,1396,7,Jaipur
TOYOTA Yaris,2022,75059,CNG,Individual,Automatic,First Owner,23.61,1679,11,Mumbai
TOYOTA Yaris,2005,26681,Electric,Dealer,Manual,First Owner,21.72,875,5,Surat
TOYOTA Yaris,2009,69938,Electric,Individual,Manual,Second Owner,38.48,888,5,Mumbai
TOYOTA Yaris,2001,134271,Electric,Individual,Manual,First Owner,26.16,1962,11,Jaipur
TOYOTA Yaris,2004,132581,Hybrid,Dealer,Manual,First Owner,27.75,878,11,Jaipur
TOYOTA Yaris,2002,13043,Hybrid,Individual,Manual,Second Owner,10.52,1947,11,Ahmedabad
TOYOTA Yaris,2021,106284,Electric,Individual,Automatic,Second Owner,17.42,1130,7,Delhi
TOYOTA Glanza,2014,62248,CNG,Dealer,Manual,First Owner,39.88,1416,7,Jaipur
TOYOTA Glanza,2010,129005,Electric,Individual,Manual,Second Owner,33.19,1265,5,Mumbai
TOYOTA Glanza,2012,6742,CNG,Dealer,Automatic,First Owner,14.87,1007,7,Mumbai
TOYOTA Glanza,2004,114719,CNG,Individual,Manual,Second Owner,21.64,1349,5,Mumbai
TOYOTA Glanza,2020,158241,Petrol,Individual,Automatic,Second Owner,38.47,1401,7,Hyderabad
TOYOTA Glanza,2014,107664,Petrol,Individual,Automatic,Second Owner,30.95,1154,11,Bangalore
TOYOTA Glanza,2001,193501,Electric,Dealer,Manual,First Owner,15.61,1326,7,Chennai
TOYOTA Glanza,2003,33025,Petrol,Individual,Manual,Second Owner,13.26,1242,11,Ahmedabad
TOYOTA Glanza,2004,2732,Petrol,Dealer,Manual,First Owner,13.11,1758,7,Ahmedabad
TOYOTA Glanza,2012,16997,Petrol,Individual,Manual,Second Owner,20.32,1593,5,Bangalore
TOYOTA Glanza,2009,149046,Diesel,Individual,Automatic,First Owner,22.6,1661,5,Hyderabad
TOYOTA Glanza,2007,28974,Petrol,Dealer,Automatic,Second Owner,12.79,1923,7,Jaipur
TOYOTA Glanza,2012,184730,CNG,Individual,Manual,First Owner,33.44,1672,7,Mumbai
TOYOTA Glanza,2014,79057,Hybrid,Dealer,Manual,First Owner,33.57,1148,11,Mumbai
TOYOTA Glanza,2019,2629,Electric,Dealer,Automatic,First Owner,30.02,1451,7,Hyderabad
TOYOTA Glanza,2003,9648,Diesel,Dealer,Manual,First Owner,12.94,1517,11,Jaipur
TOYOTA Glanza,2015,110200,Diesel,Dealer,Manual,Second Owner,13.62,865,5,Kolkata
TOYOTA Glanza,2010,193426,CNG,Individual,Automatic,First Owner,17.59,1869,5,Jaipur
TOYOTA Glanza,2004,29769,Diesel,Dealer,Automatic,Second Owner,27.91,1641,7,Mumbai
TOYOTA Glanza,2008,147739,Hybrid,Individual,Automatic,First Owner,30.88,1543,7,Delhi
TOYOTA Glanza,2015,185776,CNG,Individual,Manual,Second Owner,12.46,1175,5,Delhi
TOYOTA Glanza,2017,25734,Electric,Individual,Automatic,Second Owner,28.5,1542,11,Ahmedabad
TOYOTA Glanza,2012,58155,Diesel,Individual,Manual,Second Owner,20.47,870,7,Jaipur
TOYOTA Glanza,2023,51619,Petrol,Individual,Manual,Second Owner,13.98,884,7,Chennai
TOYOTA Glanza,2008,89580,CNG,Individual,Automatic,First Owner,19.32,1932,7,Delhi
TOYOTA Glanza,2023,86613,Diesel,Individual,Manual,Second Owner,18.29,1453,7,Pune
TOYOTA Glanza,2014,24511,Petrol,Individual,Automatic,Second Owner,27.72,1310,7,Hyderabad
TOYOTA Glanza,2013,46388,Petrol,Dealer,Manual,First Owner,17.89,1672,11,Hyderabad
TOYOTA Glanza,2002,63540,Petrol,Individual,Automatic,Second Owner,25.62,1747,11,Jaipur
TOYOTA Glanza,2022,14667,Electric,Individual,Manual,First Owner,13.29,1077,5,Mumbai
TOYOTA Glanza,2019,116636,CNG,Dealer,Automatic,Second Owner,15.63,1129,7,Hyderabad
TOYOTA Glanza,2004,62241,Diesel,Individual,Manual,Second Owner,14.97,808,5,Bangalore
TOYOTA Glanza,2015,40595,Petrol,Dealer,Automatic,Second Owner,29.23,1463,5,Bangalore
TOYOTA Glanza,2002,74679,CNG,Individual,Automatic,Second Owner,35.55,856,5,Jaipur
TOYOTA Glanza,2004,199972,Electric,Dealer,Manual,First Owner,31.07,1944,7,Mumbai
TOYOTA Glanza,2000,27904,Hybrid,Individual,Manual,First Owner,29.15,953,11,Bangalore
TOYOTA Glanza,2006,6295,Electric,Dealer,Manual,First Owner,31.71,1267,5,Chennai
TOYOTA Glanza,2021,26629,Petrol,Dealer,Automatic,Second Owner,32.14,1700,11,Jaipur
TOYOTA Glanza,2015,21055,Electric,Dealer,Manual,Second Owner,11.26,1731,5,Pune
TOYOTA Glanza,2007,136371,Diesel,Individual,Automatic,First Owner,39.62,1600,11,Mumbai
TOYOTA Glanza,2018,12106,Hybrid,Individual,Automatic,First Owner,11.61,1329,7,Bangalore
TOYOTA Glanza,2023,133848,Hybrid,Dealer,Manual,First Owner,16.17,1274,11,Kolkata
TOYOTA Glanza,2002,69623,Petrol,Dealer,Manual,First Owner,26.08,1183,11,Delhi
TOYOTA Glanza,2020,196174,Diesel,Individual,Automatic,First Owner,27.19,1127,11,Ahmedabad
TOYOTA Glanza,2002,53594,Electric,Dealer,Automatic,First Owner,17.71,1564,11,Delhi
TOYOTA Glanza,2003,56267,Petrol,Individual,Manual,First Owner,28.37,1234,5,Ahmedabad
TOYOTA Glanza,2012,41760,Hybrid,Individual,Manual,Second Owner,11.27,1989,7,Surat
TOYOTA Glanza,2004,98326,CNG,Individual,Automatic,Second Owner,32.35,1260,7,Mumbai
TOYOTA Glanza,2014,130482,Hybrid,Dealer,Manual,Second Owner,35.14,1702,7,Surat
TOYOTA Glanza,2017,29765,Electric,Individual,Automatic,Second Owner,12.69,1144,7,Pune
FORD Figo,2002,8133,Electric,Dealer,Automatic,Second Owner,25.7,874,7,Ahmedabad
FORD Figo,2017,60284,Diesel,Individual,Automatic,First Owner,15.86,1224,5,Chennai
FORD Figo,2009,100785,Petrol,Dealer,Manual,First Owner,34.63,1154,5,Chennai
FORD Figo,2004,135169,Electric,Individual,Automatic,First Owner,21.71,1190,7,Hyderabad
FORD Figo,2006,62709,CNG,Dealer,Automatic,First Owner,39.91,1233,11,Jaipur
FORD Figo,2006,30177,Hybrid,Dealer,Manual,Second Owner,15.41,1485,7,Surat
FORD Figo,2017,57329,Petrol,Dealer,Manual,First Owner,26.45,1099,7,Pune
FORD Figo,2013,66908,Diesel,Dealer,Automatic,First Owner,22.75,1973,5,Mumbai
FORD Figo,2023,88676,CNG,Dealer,Manual,First Owner,20.85,1338,5,Chennai
FORD Figo,2009,13265,Electric,Individual,Automatic,First Owner,11.69,1680,5,Pune
FORD Figo,2016,78735,Hybrid,Individual,Automatic,Second Owner,32.8,1867,5,Kolkata
FORD Figo,2008,72941,Petrol,Dealer,Automatic,First Owner,30.33,1071,5,Pune
FORD Figo,2014,9419,Electric,Dealer,Manual,Second Owner,23.7,1434,5,Kolkata
FORD Figo,2011,186196,Diesel,Individual,Manual,First Owner,27.28,1928,7,Kolkata
FORD Figo,2003,186047,Hybrid,Dealer,Automatic,Second Owner,20.25,1474,5,Bangalore
FORD Figo,2021,137543,Hybrid,Dealer,Automatic,Second Owner,17.85,935,5,Mumbai
FORD Figo,2013,71108,Diesel,Dealer,Manual,First Owner,21.06,1354,7,Chennai
FORD Figo,2003,25302,Hybrid,Dealer,Manual,First Owner,12.43,1579,7,Ahmedabad
FORD Figo,2004,7398,CNG,Individual,Manual,Second Owner,13.66,1908,11,Ahmedabad
FORD Figo,2009,106822,Electric,Individual,Automatic,First Owner,10.94,1080,7,Delhi
FORD Figo,2015,191823,Electric,Dealer,Automatic,Second Owner,30.6,1231,5,Ahmedabad
FORD Figo,2002,183746,Diesel,Dealer,Automatic,First Owner,39.95,1973,11,Jaipur
