carname,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,seats,city
HONDA City,2012,95823,CNG,Individual,Manual,Second Owner,23.38,2.0,5,Hyderabad
HONDA City,2023,25995,Diesel,Dealer,Automatic,Second Owner,30.18,1.4,5,Ahmedabad
HONDA City,2018,41562,Electric,Individual,Manual,First Owner,26.61,1.4,5,Mumbai
HONDA Civic,2013,30787,CNG,Individual,Manual,Second Owner,32.42,1.8,5,Hyderabad
HONDA Civic,2019,37748,Petrol,Individual,Automatic,First Owner,10.45,1.4,7,Hyderabad
HONDA Civic,2003,61367,Diesel,Individual,Manual,First Owner,29.53,2.0,7,Pune
HONDA Civic,2000,93780,CNG,Dealer,Manual,First Owner,37.34,2.4,7,Ahmedabad
HONDA Civic,2017,78569,Electric,Dealer,Automatic,First Owner,11.65,2.6,11,Ahmedabad
HONDA Civic,2016,103921,Petrol,Individual,Manual,First Owner,33.17,1.8,11,Mumbai
HONDA Civic,2021,111015,CNG,Dealer,Manual,First Owner,14.89,1.4,11,Jaipur
HONDA Civic,2019,46639,Hybrid,Dealer,Automatic,Second Owner,11.79,2.6,11,Chennai
HONDA Civic,2008,65885,CNG,Dealer,Automatic,Second Owner,15.99,1.6,5,Hyderabad
HONDA Civic,2014,44080,Hybrid,Individual,Automatic,First Owner,29.8,1.0,5,Jaipur
HONDA Civic,2018,71934,Petrol,Individual,Automatic,First Owner,32.43,1.4,5,Chennai
HONDA Civic,2002,72784,Diesel,Dealer,Automatic,Second Owner,36.08,2.2,7,Chennai
HONDA Civic,2002,20751,Hybrid,Dealer,Automatic,Second Owner,15.59,1.2,5,Pune
HONDA Civic,2010,58793,Hybrid,Dealer,Manual,Second Owner,38.39,1.0,5,Surat
HONDA Civic,2007,85874,CNG,Dealer,Manual,First Owner,12.23,2.0,7,Chennai
HONDA Civic,2020,75539,CNG,Individual,Automatic,Second Owner,35.21,1.6,7,Pune
HONDA Civic,2021,91266,Petrol,Dealer,Manual,First Owner,21.52,2.0,11,Surat
HONDA Civic,2021,25387,Electric,Individual,Automatic,Second Owner,21.12,2.0,11,Jaipur
HONDA Civic,2007,66032,Hybrid,Individual,Automatic,First Owner,33.28,2.0,5,Pune
HONDA Civic,2006,45926,Diesel,Individual,Manual,Second Owner,25.55,2.0,7,Pune
HONDA Civic,2006,76658,Diesel,Dealer,Manual,First Owner,27.67,2.6,5,Mumbai
HONDA Civic,2012,32481,Hybrid,Individual,Automatic,First Owner,10.92,1.0,7,Jaipur
HONDA Civic,2017,73545,Petrol,Individual,Automatic,First Owner,38.09,2.0,5,Ahmedabad
HONDA Civic,2002,54249,Petrol,Individual,Manual,First Owner,10.44,1.4,5,Kolkata
HONDA Civic,2000,66923,CNG,Individual,Manual,Second Owner,36.09,1.2,11,Hyderabad
HONDA Civic,2003,53441,Hybrid,Dealer,Automatic,Second Owner,25.13,1.2,5,Chennai
HONDA Civic,2011,44600,Hybrid,Individual,Manual,Second Owner,21.69,1.0,7,Ahmedabad
HONDA Civic,2005,58674,Petrol,Individual,Automatic,First Owner,14.17,2.4,7,Mumbai
HONDA Civic,2011,38534,Diesel,Dealer,Automatic,First Owner,15.3,2.2,7,Ahmedabad
HONDA Civic,2002,116085,Electric,Dealer,Automatic,First Owner,12.38,1.8,7,Delhi
HONDA Civic,2002,116540,Petrol,Individual,Automatic,Second Owner,28.46,1.8,11,Hyderabad
HONDA Civic,2000,115603,Petrol,Individual,Automatic,First Owner,28.82,1.0,7,Hyderabad
HONDA Civic,2017,81304,CNG,Individual,Automatic,First Owner,28.53,2.2,11,Surat
HONDA Civic,2013,39868,Electric,Individual,Automatic,First Owner,26.84,1.0,5,Mumbai
HONDA Civic,2021,109369,Petrol,Individual,Manual,Second Owner,20.43,1.4,5,Bangalore
HONDA Civic,2023,30697,Diesel,Dealer,Manual,First Owner,37.68,1.0,7,Surat
HONDA Civic,2005,85341,Electric,Individual,Automatic,Second Owner,23.62,1.0,7,Chennai
HONDA Civic,2014,49698,Diesel,Individual,Manual,Second Owner,39.4,1.8,11,Surat
HONDA Civic,2011,32973,CNG,Dealer,Manual,Second Owner,35.01,2.0,7,Hyderabad
HONDA Civic,2006,22393,Hybrid,Individual,Manual,First Owner,13.98,2.0,7,Chennai
HONDA Civic,2004,93499,CNG,Dealer,Manual,Second Owner,14.54,1.0,5,Delhi
HONDA Civic,2002,88486,Electric,Individual,Manual,First Owner,14.74,1.2,5,Jaipur
HONDA Civic,2017,113288,Petrol,Individual,Automatic,First Owner,17.16,1.8,11,Pune
HONDA Civic,2003,30432,Electric,Dealer,Manual,Second Owner,13.68,1.2,7,Surat
HONDA Civic,2019,117883,Diesel,Dealer,Manual,Second Owner,39.71,1.4,7,Hyderabad
HONDA Civic,2022,66643,Petrol,Individual,Manual,Second Owner,11.92,2.0,7,Mumbai
HONDA Civic,2010,94023,Petrol,Dealer,Automatic,First Owner,15.72,1.8,11,Delhi
HONDA Civic,2016,38479,CNG,Dealer,Manual,Second Owner,12.77,2.0,5,Pune
HONDA Civic,2010,47855,Petrol,Individual,Automatic,Second Owner,24.23,2.4,11,Delhi
HONDA Civic,2004,37420,CNG,Dealer,Automatic,Second Owner,38.9,1.4,5,Jaipur
HONDA Amaze,2010,98739,Electric,Individual,Automatic,Second Owner,20.23,1.0,11,Ahmedabad
HONDA Amaze,2023,115540,Electric,Dealer,Manual,First Owner,19.49,1.2,5,Jaipur
HONDA Amaze,2011,67998,CNG,Individual,Manual,Second Owner,18.19,2.6,7,Bangalore
HONDA Amaze,2002,38523,Diesel,Dealer,Automatic,First Owner,13.53,1.6,11,Surat
HONDA Amaze,2003,56761,Electric,Individual,Manual,First Owner,16.25,2.2,11,Mumbai
HONDA Amaze,2008,61350,Electric,Dealer,Manual,First Owner,25.94,2.2,11,Delhi
HONDA Amaze,2005,42491,Hybrid,Dealer,Automatic,First Owner,10.99,2.2,5,Ahmedabad
HONDA Amaze,2002,93787,Electric,Individual,Manual,First Owner,13.24,2.6,5,Hyderabad
HONDA Amaze,2006,88241,Electric,Dealer,Automatic,Second Owner,37.14,1.4,11,Delhi
HONDA Amaze,2011,93802,CNG,Individual,Manual,Second Owner,21.66,1.4,5,Ahmedabad
HONDA Amaze,2019,57880,CNG,Dealer,Automatic,Second Owner,33.63,1.2,11,Chennai
HONDA Amaze,2013,129142,Hybrid,Individual,Manual,First Owner,11.1,1.4,11,Chennai
HONDA Amaze,2020,95992,Petrol,Dealer,Automatic,Second Owner,13.22,2.6,11,Delhi
HONDA Amaze,2021,123833,Hybrid,Dealer,Automatic,Second Owner,38.07,2.0,5,Kolkata
HONDA Amaze,2018,53518,Diesel,Individual,Manual,First Owner,29.56,1.2,11,Bangalore
HONDA Amaze,2021,106402,Hybrid,Individual,Automatic,First Owner,10.12,2.6,5,Jaipur
HONDA Amaze,2021,48200,CNG,Individual,Automatic,First Owner,17.78,2.0,11,Kolkata
HONDA Amaze,2013,57020,Diesel,Individual,Automatic,First Owner,24.65,2.6,11,Bangalore
HONDA Amaze,2000,86434,CNG,Dealer,Manual,First Owner,19.49,1.6,7,Chennai
HONDA Amaze,2021,71046,Petrol,Dealer,Manual,Second Owner,39.04,2.6,5,Chennai
HONDA Amaze,2023,92620,Diesel,Individual,Automatic,First Owner,24.04,2.2,7,Chennai
HONDA Amaze,2018,27430,Petrol,Individual,Manual,First Owner,19.05,1.0,7,Surat
HONDA Amaze,2021,86986,Diesel,Dealer,Automatic,First Owner,26.39,1.8,7,Jaipur
HONDA Amaze,2020,51813,Diesel,Dealer,Manual,First Owner,11.41,2.2,7,Jaipur
HONDA Amaze,2019,57990,Electric,Individual,Automatic,First Owner,25.79,1.6,11,Pune
HONDA Amaze,2006,21286,Diesel,Individual,Automatic,Second Owner,16.73,1.4,11,Chennai
HONDA Amaze,2015,63569,Electric,Dealer,Manual,First Owner,36.46,2.6,7,Delhi
HONDA Amaze,2010,84237,CNG,Dealer,Automatic,First Owner,39.39,1.0,11,Chennai
HONDA Amaze,2002,39550,Electric,Dealer,Automatic,First Owner,13.82,2.4,11,Hyderabad
HONDA Amaze,2001,65173,Electric,Individual,Automatic,Second Owner,29.32,1.8,11,Jaipur
HONDA Amaze,2015,22637,CNG,Dealer,Automatic,First Owner,16.99,1.0,7,Surat
HONDA Amaze,2006,108975,Diesel,Individual,Automatic,First Owner,14.0,1.2,5,Jaipur
HONDA Amaze,2018,81524,Hybrid,Dealer,Automatic,First Owner,25.36,1.8,11,Jaipur
HONDA Amaze,2008,129932,Electric,Individual,Manual,First Owner,35.69,1.0,5,Ahmedabad
HONDA Amaze,2016,69121,CNG,Individual,Manual,Second Owner,38.01,1.6,5,Bangalore
HONDA Amaze,2019,83918,Hybrid,Individual,Manual,Second Owner,19.49,2.2,11,Ahmedabad
HONDA Amaze,2023,29219,Electric,Individual,Automatic,First Owner,21.99,2.2,11,Ahmedabad
HONDA Amaze,2002,29669,CNG,Dealer,Manual,Second Owner,35.03,2.0,5,Bangalore
HONDA Amaze,2004,46361,CNG,Individual,Manual,First Owner,23.98,2.0,7,Chennai
HONDA Amaze,2018,94097,Diesel,Individual,Manual,First Owner,14.65,2.4,5,Jaipur
HONDA Amaze,2013,116569,CNG,Dealer,Manual,First Owner,23.67,2.2,5,Kolkata
HONDA Amaze,2013,77228,CNG,Dealer,Automatic,Second Owner,25.96,2.4,5,Kolkata
HONDA Amaze,2001,52774,Petrol,Dealer,Automatic,Second Owner,37.88,1.0,11,Bangalore
HONDA Amaze,2011,41337,Diesel,Dealer,Manual,First Owner,18.47,1.2,5,Bangalore
HONDA Amaze,2011,74918,CNG,Individual,Automatic,Second Owner,39.96,1.0,5,Ahmedabad
HONDA Amaze,2007,47487,Petrol,Individual,Manual,First Owner,17.28,1.2,7,Hyderabad
HONDA Amaze,2002,37883,Electric,Individual,Manual,First Owner,20.14,2.2,7,Delhi
HONDA Amaze,2007,57623,Diesel,Individual,Automatic,Second Owner,25.81,2.2,5,Ahmedabad
HONDA Amaze,2012,75282,Diesel,Dealer,Automatic,First Owner,38.9,1.2,7,Delhi
HONDA Amaze,2009,79180,Diesel,Individual,Automatic,Second Owner,10.69,2.4,11,Hyderabad
HONDA Jazz,2005,65426,Petrol,Dealer,Automatic,First Owner,11.84,1.8,11,Mumbai
HONDA Jazz,2013,123188,Petrol,Dealer,Manual,Second Owner,12.23,1.2,7,Bangalore
HONDA Jazz,2002,82531,Diesel,Dealer,Manual,Second Owner,39.59,2.6,7,Jaipur
HONDA Jazz,2021,79644,CNG,Dealer,Automatic,Second Owner,25.75,1.2,7,Delhi
HONDA Jazz,2013,34895,CNG,Dealer,Automatic,Second Owner,29.4,1.6,5,Hyderabad
HONDA Jazz,2012,82237,Hybrid,Individual,Automatic,Second Owner,36.11,1.8,7,Chennai
HONDA Jazz,2003,67237,CNG,Individual,Manual,Second Owner,36.05,2.0,7,Chennai
HONDA Jazz,2020,99582,Petrol,Dealer,Automatic,Second Owner,36.97,2.6,5,Jaipur
HONDA Jazz,2005,43728,Hybrid,Dealer,Manual,Second Owner,28.74,1.4,11,Kolkata
HONDA Jazz,2020,63603,Electric,Individual,Manual,Second Owner,18.81,1.4,11,Surat
HONDA Jazz,2010,51788,Diesel,Dealer,Automatic,Second Owner,36.57,1.2,7,Pune
HONDA Jazz,2012,108449,Electric,Individual,Manual,Second Owner,28.2,2.2,11,Delhi
HONDA Jazz,2002,34677,Petrol,Individual,Manual,First Owner,24.45,2.2,5,Jaipur
HONDA Jazz,2010,80384,Petrol,Individual,Manual,First Owner,19.9,1.6,11,Ahmedabad
HONDA Jazz,2013,92173,Petrol,Individual,Automatic,Second Owner,18.22,2.6,5,Ahmedabad
HONDA Jazz,2018,43292,Diesel,Dealer,Automatic,First Owner,39.68,1.6,11,Mumbai
HONDA Jazz,2022,108565,CNG,Individual,Automatic,First Owner,33.42,2.2,7,Ahmedabad
HONDA Jazz,2021,112276,Diesel,Individual,Manual,Second Owner,11.03,1.0,11,Mumbai
HONDA Jazz,2005,77586,Diesel,Individual,Automatic,Second Owner,32.94,1.0,11,Ahmedabad
HONDA Jazz,2004,80786,Diesel,Dealer,Manual,First Owner,18.1,1.2,7,Surat
HONDA Jazz,2001,116634,Diesel,Dealer,Automatic,First Owner,36.94,1.2,11,Surat
HONDA Jazz,2007,57361,Diesel,Dealer,Manual,First Owner,18.32,2.2,7,Jaipur
HONDA Jazz,2002,70341,Electric,Dealer,Manual,Second Owner,36.19,1.6,5,Surat
HONDA Jazz,2010,107377,Diesel,Dealer,Manual,Second Owner,14.91,2.0,7,Chennai
HONDA Jazz,2011,115624,Hybrid,Individual,Manual,Second Owner,20.18,1.8,5,Bangalore
HONDA Jazz,2017,90488,Petrol,Individual,Manual,Second Owner,27.36,2.6,7,Jaipur
HONDA Jazz,2010,75242,Petrol,Dealer,Manual,Second Owner,35.69,2.2,5,Hyderabad
HONDA Jazz,2017,37218,Electric,Dealer,Automatic,First Owner,13.2,2.4,7,Pune
HONDA Jazz,2022,77301,Diesel,Dealer,Automatic,Second Owner,11.53,2.0,7,Kolkata
HONDA Jazz,2005,53105,Electric,Dealer,Automatic,Second Owner,18.28,1.8,11,Hyderabad
HONDA Jazz,2016,78456,CNG,Dealer,Manual,Second Owner,25.58,1.0,7,Bangalore
HONDA Jazz,2013,31267,Hybrid,Individual,Manual,First Owner,12.23,2.2,5,Kolkata
HONDA Jazz,2000,30233,Petrol,Individual,Manual,Second Owner,18.13,1.0,11,Bangalore
HONDA Jazz,2009,86058,Electric,Individual,Manual,First Owner,33.45,1.2,7,Mumbai
HONDA Jazz,2018,65686,Hybrid,Individual,Manual,Second Owner,22.56,2.6,11,Mumbai
HONDA Jazz,2005,21066,Electric,Individual,Automatic,Second Owner,38.72,1.6,5,Chennai
HONDA Jazz,2004,22066,Diesel,Dealer,Automatic,First Owner,34.78,1.4,7,Chennai
HONDA Jazz,2014,82570,Electric,Individual,Automatic,First Owner,28.61,1.4,11,Jaipur
HONDA Jazz,2020,56464,Hybrid,Individual,Automatic,First Owner,12.94,2.0,5,Chennai
HONDA Jazz,2017,31878,CNG,Dealer,Manual,First Owner,24.46,2.2,7,Delhi
HONDA Jazz,2014,57975,Petrol,Dealer,Automatic,First Owner,34.85,2.4,11,Pune
HONDA Jazz,2009,61152,CNG,Dealer,Manual,Second Owner,25.39,1.2,11,Delhi
HONDA Jazz,2011,83598,Electric,Individual,Automatic,Second Owner,25.63,2.6,5,Bangalore
HONDA Jazz,2006,62409,Electric,Individual,Automatic,First Owner,22.23,2.2,11,Bangalore
HONDA Jazz,2012,99150,Electric,Individual,Automatic,First Owner,38.98,1.0,5,Bangalore
HONDA Jazz,2010,70247,CNG,Dealer,Manual,First Owner,16.78,2.2,7,Pune
HONDA Jazz,2004,56439,Diesel,Dealer,Manual,Second Owner,17.36,2.0,7,Ahmedabad
HONDA Jazz,2014,87112,Hybrid,Individual,Manual,Second Owner,31.52,1.6,7,Delhi
HONDA Jazz,2018,94723,CNG,Individual,Manual,First Owner,24.78,1.2,5,Pune
HONDA Jazz,2000,111835,Diesel,Dealer,Manual,Second Owner,28.13,1.6,7,Pune
TOYOTA Innova,2010,50902,Electric,Individual,Automatic,First Owner,17.26,1.6,11,Hyderabad
TOYOTA Innova,2016,116939,CNG,Dealer,Manual,First Owner,30.4,1.8,7,Pune
TOYOTA Innova,2021,41885,Hybrid,Individual,Automatic,First Owner,24.07,1.8,7,Pune
TOYOTA Innova,2003,66790,Hybrid,Dealer,Manual,First Owner,37.26,2.2,5,Jaipur
TOYOTA Innova,2005,83522,Hybrid,Individual,Manual,First Owner,17.97,1.2,7,Mumbai
TOYOTA Innova,2009,125213,CNG,Individual,Manual,Second Owner,12.65,2.0,5,Hyderabad
TOYOTA Innova,2002,37733,Electric,Dealer,Automatic,First Owner,38.77,2.2,7,Ahmedabad
TOYOTA Innova,2002,129854,Hybrid,Dealer,Automatic,First Owner,26.74,2.6,11,Hyderabad
TOYOTA Innova,2017,85289,Diesel,Individual,Manual,Second Owner,28.25,1.0,7,Delhi
TOYOTA Innova,2022,46077,Petrol,Individual,Manual,First Owner,12.53,1.2,5,Delhi
TOYOTA Innova,2011,68595,Diesel,Dealer,Manual,First Owner,35.81,1.0,11,Chennai
TOYOTA Innova,2023,81240,Electric,Individual,Manual,First Owner,12.55,1.4,5,Jaipur
TOYOTA Innova,2010,47405,Diesel,Individual,Automatic,First Owner,27.13,2.4,5,Hyderabad
TOYOTA Innova,2018,97863,Electric,Dealer,Automatic,First Owner,35.93,1.6,11,Ahmedabad
TOYOTA Innova,2013,77663,Diesel,Individual,Manual,First Owner,26.79,2.4,5,Mumbai
TOYOTA Innova,2000,60416,Electric,Dealer,Manual,First Owner,30.07,2.4,7,Ahmedabad
TOYOTA Innova,2005,62321,Petrol,Individual,Automatic,Second Owner,22.41,1.2,7,Ahmedabad
TOYOTA Innova,2014,50885,Diesel,Dealer,Manual,First Owner,21.88,1.2,11,Bangalore
TOYOTA Innova,2017,82336,Hybrid,Dealer,Manual,Second Owner,28.18,1.4,7,Jaipur
TOYOTA Innova,2010,127234,CNG,Dealer,Automatic,First Owner,24.72,1.8,11,Bangalore
TOYOTA Innova,2020,115769,Electric,Individual,Manual,Second Owner,27.03,2.4,7,Jaipur
TOYOTA Innova,2002,66990,Electric,Dealer,Manual,Second Owner,10.07,1.8,7,Delhi
TOYOTA Innova,2015,105246,Petrol,Individual,Manual,First Owner,32.36,2.2,7,Kolkata
TOYOTA Innova,2005,87884,Diesel,Dealer,Automatic,Second Owner,27.41,2.4,7,Mumbai
TOYOTA Innova,2011,33323,Diesel,Dealer,Manual,Second Owner,31.66,1.0,7,Pune
TOYOTA Innova,2000,37684,CNG,Dealer,Manual,Second Owner,16.45,1.6,5,Chennai
TOYOTA Innova,2022,50261,Electric,Dealer,Automatic,First Owner,26.59,1.8,11,Mumbai
TOYOTA Innova,2019,77057,Diesel,Dealer,Manual,First Owner,13.79,1.4,5,Chennai
TOYOTA Innova,2012,42245,Diesel,Dealer,Automatic,Second Owner,11.51,2.0,5,Bangalore
TOYOTA Innova,2001,37169,Petrol,Individual,Manual,Second Owner,16.02,1.8,7,Surat
TOYOTA Innova,2000,127335,Hybrid,Dealer,Manual,First Owner,23.98,1.0,11,Delhi
TOYOTA Innova,2012,75656,Petrol,Individual,Manual,First Owner,38.58,2.4,7,Chennai
TOYOTA Innova,2003,22740,Petrol,Individual,Manual,Second Owner,26.71,2.6,7,Jaipur
TOYOTA Innova,2016,115092,Diesel,Individual,Manual,Second Owner,22.37,2.6,5,Kolkata
TOYOTA Innova,2002,72088,CNG,Dealer,Manual,First Owner,39.49,1.0,11,Jaipur
TOYOTA Innova,2018,108254,CNG,Dealer,Automatic,First Owner,35.33,1.4,7,Delhi
TOYOTA Innova,2006,120685,Diesel,Individual,Manual,First Owner,39.05,2.6,7,Pune
TOYOTA Innova,2019,71116,Electric,Individual,Manual,First Owner,18.62,2.2,11,Surat
TOYOTA Innova,2000,44595,Electric,Dealer,Manual,Second Owner,37.95,1.0,5,Delhi
TOYOTA Innova,2022,34937,Electric,Individual,Automatic,Second Owner,26.26,2.0,5,Hyderabad
TOYOTA Innova,2007,48123,Petrol,Individual,Manual,Second Owner,29.37,2.6,5,Bangalore
TOYOTA Innova,2000,124013,Hybrid,Individual,Manual,Second Owner,40.0,2.4,7,Chennai
TOYOTA Innova,2012,56464,Diesel,Individual,Manual,First Owner,19.05,1.2,5,Bangalore
TOYOTA Innova,2015,45973,Diesel,Individual,Manual,First Owner,19.68,1.2,11,Jaipur
TOYOTA Innova,2018,104014,Petrol,Dealer,Manual,Second Owner,18.1,1.6,5,Pune
TOYOTA Innova,2015,66913,Electric,Individual,Manual,First Owner,24.65,1.0,11,Chennai
TOYOTA Innova,2009,24300,Petrol,Individual,Manual,First Owner,16.23,2.6,11,Delhi
TOYOTA Innova,2002,108574,Petrol,Dealer,Manual,Second Owner,37.2,1.0,7,Chennai
TOYOTA Innova,2022,70230,CNG,Dealer,Manual,Second Owner,19.99,1.0,5,Bangalore
TOYOTA Innova,2021,53929,Petrol,Individual,Automatic,Second Owner,29.38,1.0,11,Mumbai
TOYOTA Fortuner,2015,46981,Diesel,Individual,Manual,Second Owner,33.59,1.0,7,Ahmedabad
TOYOTA Fortuner,2017,91177,Electric,Dealer,Automatic,First Owner,36.39,2.4,11,Jaipur
TOYOTA Fortuner,2014,123661,Electric,Individual,Automatic,First Owner,27.12,2.4,11,Delhi
TOYOTA Fortuner,2023,46494,Diesel,Individual,Automatic,Second Owner,25.53,1.8,7,Surat
TOYOTA Fortuner,2019,33896,Diesel,Dealer,Manual,First Owner,35.88,1.2,11,Bangalore
TOYOTA Fortuner,2008,48874,Electric,Dealer,Manual,Second Owner,11.29,1.2,5,Mumbai
TOYOTA Fortuner,2015,126572,Petrol,Individual,Manual,First Owner,17.1,1.2,11,Surat
TOYOTA Fortuner,2016,24039,Electric,Individual,Automatic,Second Owner,30.57,2.0,7,Kolkata
TOYOTA Fortuner,2003,124147,Hybrid,Individual,Automatic,First Owner,17.94,1.0,7,Ahmedabad
TOYOTA Fortuner,2007,88576,Diesel,Dealer,Automatic,Second Owner,35.41,1.4,11,Jaipur
TOYOTA Fortuner,2007,34345,Petrol,Individual,Automatic,First Owner,39.69,1.6,5,Mumbai
TOYOTA Fortuner,2008,57217,Petrol,Individual,Manual,Second Owner,23.54,2.6,7,Pune
TOYOTA Fortuner,2021,63556,Hybrid,Dealer,Manual,First Owner,22.54,1.4,7,Bangalore
TOYOTA Fortuner,2002,49454,CNG,Dealer,Automatic,First Owner,31.37,2.2,5,Mumbai
TOYOTA Fortuner,2012,94767,Hybrid,Individual,Manual,First Owner,18.5,1.4,11,Chennai
TOYOTA Fortuner,2020,39148,Hybrid,Dealer,Automatic,Second Owner,23.97,1.6,11,Surat
TOYOTA Fortuner,2010,107116,Diesel,Dealer,Manual,First Owner,28.98,2.6,7,Hyderabad
TOYOTA Fortuner,2020,106638,Petrol,Individual,Automatic,First Owner,17.09,1.8,5,Mumbai
TOYOTA Fortuner,2022,110327,Hybrid,Individual,Manual,Second Owner,13.61,1.4,5,Chennai
TOYOTA Fortuner,2020,126158,Hybrid,Dealer,Automatic,First Owner,15.23,2.0,5,Ahmedabad
TOYOTA Fortuner,2012,72188,CNG,Dealer,Manual,Second Owner,15.12,1.8,5,Chennai
TOYOTA Fortuner,2008,30772,Hybrid,Individual,Automatic,First Owner,21.96,2.0,5,Bangalore
TOYOTA Fortuner,2022,39816,Electric,Dealer,Manual,Second Owner,25.97,1.0,7,Mumbai
TOYOTA Fortuner,2015,62143,Diesel,Individual,Manual,First Owner,26.97,2.2,7,Hyderabad
TOYOTA Fortuner,2002,119366,Hybrid,Individual,Manual,Second Owner,31.9,1.0,7,Kolkata
TOYOTA Fortuner,2022,96258,Electric,Individual,Manual,First Owner,39.61,2.6,11,Surat
TOYOTA Fortuner,2010,76369,Diesel,Dealer,Automatic,First Owner,39.96,1.4,7,Pune
TOYOTA Fortuner,2022,108073,Hybrid,Dealer,Automatic,Second Owner,11.38,1.6,11,Ahmedabad
TOYOTA Fortuner,2018,66501,Electric,Dealer,Manual,Second Owner,15.51,1.8,7,Delhi
TOYOTA Fortuner,2000,49016,Hybrid,Individual,Manual,First Owner,11.46,1.6,11,Bangalore
TOYOTA Fortuner,2003,64717,Hybrid,Individual,Automatic,Second Owner,23.7,2.6,7,Kolkata
TOYOTA Fortuner,2013,68864,Petrol,Individual,Manual,First Owner,20.67,1.0,7,Pune
TOYOTA Fortuner,2017,96803,Diesel,Individual,Manual,Second Owner,24.35,1.4,7,Chennai
TOYOTA Fortuner,2015,30603,Hybrid,Dealer,Manual,Second Owner,24.2,2.2,7,Ahmedabad
TOYOTA Fortuner,2016,44914,Electric,Dealer,Automatic,First Owner,13.67,2.2,7,Bangalore
TOYOTA Fortuner,2008,117533,Hybrid,Dealer,Manual,First Owner,17.98,2.6,7,Mumbai
TOYOTA Fortuner,2004,94582,Electric,Individual,Automatic,Second Owner,39.16,1.2,11,Jaipur
TOYOTA Fortuner,2009,39640,Diesel,Individual,Automatic,Second Owner,28.29,1.2,5,Ahmedabad
TOYOTA Fortuner,2007,93308,Hybrid,Dealer,Manual,Second Owner,22.08,1.2,11,Hyderabad
TOYOTA Fortuner,2006,98739,Diesel,Dealer,Automatic,First Owner,34.18,1.6,5,Delhi
TOYOTA Fortuner,2016,61588,Hybrid,Dealer,Automatic,First Owner,17.73,2.0,5,Kolkata
TOYOTA Fortuner,2019,109130,Electric,Individual,Automatic,First Owner,25.38,1.4,5,Kolkata
TOYOTA Fortuner,2008,69248,Electric,Dealer,Manual,Second Owner,29.22,2.0,5,Ahmedabad
TOYOTA Fortuner,2007,95621,CNG,Dealer,Automatic,Second Owner,23.03,1.0,7,Jaipur
TOYOTA Fortuner,2007,53096,Petrol,Dealer,Manual,Second Owner,22.37,1.8,7,Mumbai
TOYOTA Fortuner,2008,125735,Diesel,Dealer,Automatic,Second Owner,17.47,1.8,7,Surat
TOYOTA Fortuner,2006,99051,Hybrid,Dealer,Automatic,Second Owner,27.18,1.2,7,Bangalore
TOYOTA Fortuner,2012,87181,CNG,Individual,Manual,First Owner,38.94,1.4,7,Surat
TOYOTA Fortuner,2017,32362,CNG,Dealer,Manual,First Owner,19.87,1.0,7,Delhi
TOYOTA Fortuner,2009,66795,Hybrid,Individual,Manual,Second Owner,28.33,1.8,7,Pune
TOYOTA Yaris,2007,23924,CNG,Individual,Manual,First Owner,13.03,2.0,7,Bangalore
TOYOTA Yaris,2001,60645,Hybrid,Dealer,Manual,Second Owner,16.11,2.4,7,Kolkata
TOYOTA Yaris,2011,84256,CNG,Dealer,Automatic,First Owner,16.08,1.0,5,Ahmedabad
TOYOTA Yaris,2021,34006,Diesel,Individual,Manual,First Owner,36.62,2.4,11,Ahmedabad
TOYOTA Yaris,2007,129400,Hybrid,Dealer,Manual,Second Owner,21.17,1.8,11,Kolkata
TOYOTA Yaris,2014,77209,Hybrid,Individual,Automatic,Second Owner,36.55,2.0,5,Mumbai
TOYOTA Yaris,2023,60531,Hybrid,Dealer,Manual,First Owner,22.94,2.2,11,Surat
TOYOTA Yaris,2020,83729,Hybrid,Individual,Automatic,First Owner,28.05,2.4,11,Chennai
TOYOTA Yaris,2006,83827,Electric,Dealer,Manual,First Owner,25.72,2.0,11,Chennai
TOYOTA Yaris,2014,56714,Hybrid,Dealer,Automatic,First Owner,32.82,1.6,11,Kolkata
TOYOTA Yaris,2017,36071,Petrol,Dealer,Automatic,Second Owner,10.56,1.0,7,Jaipur
TOYOTA Yaris,2014,85826,Diesel,Individual,Automatic,First Owner,28.89,2.6,7,Delhi
TOYOTA Yaris,2005,61584,Petrol,Dealer,Automatic,First Owner,35.55,1.4,7,Mumbai
TOYOTA Yaris,2023,40944,Petrol,Individual,Manual,Second Owner,27.66,1.8,5,Hyderabad
TOYOTA Yaris,2013,32916,Petrol,Dealer,Automatic,First Owner,13.5,1.8,5,Jaipur
TOYOTA Yaris,2003,116912,CNG,Individual,Automatic,First Owner,26.88,2.4,5,Chennai
TOYOTA Yaris,2006,113934,CNG,Dealer,Manual,First Owner,10.16,1.2,11,Bangalore
TOYOTA Yaris,2007,56879,Diesel,Dealer,Manual,Second Owner,21.46,1.0,5,Surat
TOYOTA Yaris,2000,78480,Diesel,Individual,Automatic,First Owner,11.64,1.2,5,Chennai
TOYOTA Yaris,2013,46242,Petrol,Dealer,Automatic,First Owner,35.56,1.2,11,Surat
TOYOTA Yaris,2017,71322,CNG,Dealer,Automatic,First Owner,16.05,2.6,11,Jaipur
TOYOTA Yaris,2011,74559,Hybrid,Individual,Manual,First Owner,19.47,1.4,11,Pune
